id,float_string,float_default,float_10m_2d,float_24m_24d,float_38m_24d,float_39m_24d,float_48m_24d
1,.4444444444444444444444444444444444444444444444444,.4444444444444444444444444444444444444444444444444,.4444444444444444444444444444444444444444444444444,.4444444444444444444444444444444444444444444444444,.4444444444444444444444444444444444444444444444444,.4444444444444444444444444444444444444444444444444,.4444444444444444444444444444444444444444444444444
2,.444444444444444444444444444444444444444444444444,.444444444444444444444444444444444444444444444444,.444444444444444444444444444444444444444444444444,.444444444444444444444444444444444444444444444444,.444444444444444444444444444444444444444444444444,.444444444444444444444444444444444444444444444444,.444444444444444444444444444444444444444444444444
3,.44444444444444444444444444444444444444444444444,.44444444444444444444444444444444444444444444444,.44444444444444444444444444444444444444444444444,.44444444444444444444444444444444444444444444444,.44444444444444444444444444444444444444444444444,.44444444444444444444444444444444444444444444444,.44444444444444444444444444444444444444444444444
4,.4444444444444444444444444444444444444444444444,.4444444444444444444444444444444444444444444444,.4444444444444444444444444444444444444444444444,.4444444444444444444444444444444444444444444444,.4444444444444444444444444444444444444444444444,.4444444444444444444444444444444444444444444444,.4444444444444444444444444444444444444444444444
5,.444444444444444444444444444444444444444444444,.444444444444444444444444444444444444444444444,.444444444444444444444444444444444444444444444,.444444444444444444444444444444444444444444444,.444444444444444444444444444444444444444444444,.444444444444444444444444444444444444444444444,.444444444444444444444444444444444444444444444
6,.44444444444444444444444444444444444444444444,.44444444444444444444444444444444444444444444,.44444444444444444444444444444444444444444444,.44444444444444444444444444444444444444444444,.44444444444444444444444444444444444444444444,.44444444444444444444444444444444444444444444,.44444444444444444444444444444444444444444444
7,.4444444444444444444444444444444444444444444,.4444444444444444444444444444444444444444444,.4444444444444444444444444444444444444444444,.4444444444444444444444444444444444444444444,.4444444444444444444444444444444444444444444,.4444444444444444444444444444444444444444444,.4444444444444444444444444444444444444444444
8,.444444444444444444444444444444444444444444,.444444444444444444444444444444444444444444,.444444444444444444444444444444444444444444,.444444444444444444444444444444444444444444,.444444444444444444444444444444444444444444,.444444444444444444444444444444444444444444,.444444444444444444444444444444444444444444
9,.44444444444444444444444444444444444444444,.44444444444444444444444444444444444444444,.44444444444444444444444444444444444444444,.44444444444444444444444444444444444444444,.44444444444444444444444444444444444444444,.44444444444444444444444444444444444444444,.44444444444444444444444444444444444444444
10,.4444444444444444444444444444444444444444,.4444444444444444444444444444444444444444,.4444444444444444444444444444444444444444,.4444444444444444444444444444444444444444,.4444444444444444444444444444444444444444,.4444444444444444444444444444444444444444,.4444444444444444444444444444444444444444
11,.444444444444444444444444444444444444444,.444444444444444444444444444444444444444,.444444444444444444444444444444444444444,.444444444444444444444444444444444444444,.444444444444444444444444444444444444444,.444444444444444444444444444444444444444,.444444444444444444444444444444444444444
12,.44444444444444444444444444444444444444,.44444444444444444444444444444444444444,.44444444444444444444444444444444444444,.44444444444444444444444444444444444444,.44444444444444444444444444444444444444,.44444444444444444444444444444444444444,.44444444444444444444444444444444444444
13,.4444444444444444444444444444444444444,.4444444444444444444444444444444444444,.4444444444444444444444444444444444444,.4444444444444444444444444444444444444,.4444444444444444444444444444444444444,.4444444444444444444444444444444444444,.4444444444444444444444444444444444444
14,.444444444444444444444444444444444444,.444444444444444444444444444444444444,.444444444444444444444444444444444444,.444444444444444444444444444444444444,.444444444444444444444444444444444444,.444444444444444444444444444444444444,.444444444444444444444444444444444444
15,.44444444444444444444444444444444444,.44444444444444444444444444444444444,.44444444444444444444444444444444444,.44444444444444444444444444444444444,.44444444444444444444444444444444444,.44444444444444444444444444444444444,.44444444444444444444444444444444444
16,.4444444444444444444444444444444444,.4444444444444444444444444444444444,.4444444444444444444444444444444444,.4444444444444444444444444444444444,.4444444444444444444444444444444444,.4444444444444444444444444444444444,.4444444444444444444444444444444444
17,.444444444444444444444444444444444,.444444444444444444444444444444444,.444444444444444444444444444444444,.444444444444444444444444444444444,.444444444444444444444444444444444,.444444444444444444444444444444444,.444444444444444444444444444444444
18,.44444444444444444444444444444444,.44444444444444444444444444444444,.44444444444444444444444444444444,.44444444444444444444444444444444,.44444444444444444444444444444444,.44444444444444444444444444444444,.44444444444444444444444444444444
19,.4444444444444444444444444444444,.4444444444444444444444444444444,.4444444444444444444444444444444,.4444444444444444444444444444444,.4444444444444444444444444444444,.4444444444444444444444444444444,.4444444444444444444444444444444
20,.444444444444444444444444444444,.444444444444444444444444444444,.444444444444444444444444444444,.444444444444444444444444444444,.444444444444444444444444444444,.444444444444444444444444444444,.444444444444444444444444444444
21,.44444444444444444444444444444,.44444444444444444444444444444,.44444444444444444444444444444,.44444444444444444444444444444,.44444444444444444444444444444,.44444444444444444444444444444,.44444444444444444444444444444
22,.4444444444444444444444444444,.4444444444444444444444444444,.4444444444444444444444444444,.4444444444444444444444444444,.4444444444444444444444444444,.4444444444444444444444444444,.4444444444444444444444444444
23,.444444444444444444444444444,.444444444444444444444444444,.444444444444444444444444444,.444444444444444444444444444,.444444444444444444444444444,.444444444444444444444444444,.444444444444444444444444444
24,.44444444444444444444444444,.44444444444444444444444444,.44444444444444444444444444,.44444444444444444444444444,.44444444444444444444444444,.44444444444444444444444444,.44444444444444444444444444
25,.4444444444444444444444444,.4444444444444444444444444,.4444444444444444444444444,.4444444444444444444444444,.4444444444444444444444444,.4444444444444444444444444,.4444444444444444444444444
26,.444444444444444444444444,.444444444444444444444444,.444444444444444444444444,.444444444444444444444444,.444444444444444444444444,.444444444444444444444444,.444444444444444444444444
27,.44444444444444444444444,.44444444444444444444444,.44444444444444444444444,.44444444444444444444444,.44444444444444444444444,.44444444444444444444444,.44444444444444444444444
28,.4444444444444444444444,.4444444444444444444444,.4444444444444444444444,.4444444444444444444444,.4444444444444444444444,.4444444444444444444444,.4444444444444444444444
29,.444444444444444444444,.444444444444444444444,.444444444444444444444,.444444444444444444444,.444444444444444444444,.444444444444444444444,.444444444444444444444
30,.44444444444444444444,.44444444444444444444,.44444444444444444444,.44444444444444444444,.44444444444444444444,.44444444444444444444,.44444444444444444444
31,.4444444444444444444,.4444444444444444444,.4444444444444444444,.4444444444444444444,.4444444444444444444,.4444444444444444444,.4444444444444444444
32,.444444444444444444,.444444444444444444,.444444444444444444,.444444444444444444,.444444444444444444,.444444444444444444,.444444444444444444
33,.44444444444444444,.44444444444444444,.44444444444444444,.44444444444444444,.44444444444444444,.44444444444444444,.44444444444444444
34,.4444444444444444,.4444444444444444,.4444444444444444,.4444444444444444,.4444444444444444,.4444444444444444,.4444444444444444
35,.444444444444444,.444444444444444,.444444444444444,.444444444444444,.444444444444444,.444444444444444,.444444444444444
36,.44444444444444,.44444444444444,.44444444444444,.44444444444444,.44444444444444,.44444444444444,.44444444444444
37,.4444444444444,.4444444444444,.4444444444444,.4444444444444,.4444444444444,.4444444444444,.4444444444444
38,.444444444444,.444444444444,.444444444444,.444444444444,.444444444444,.444444444444,.444444444444
39,.44444444444,.44444444444,.44444444444,.44444444444,.44444444444,.44444444444,.44444444444
40,.4444444444,.4444444444,.4444444444,.4444444444,.4444444444,.4444444444,.4444444444
41,.444444444,.444444444,.444444444,.444444444,.444444444,.444444444,.444444444
42,.44444444,.44444444,.44444444,.44444444,.44444444,.44444444,.44444444
43,.4444444,.4444444,.4444444,.4444444,.4444444,.4444444,.4444444
44,.444444,.444444,.444444,.444444,.444444,.444444,.444444
45,.44444,.44444,.44444,.44444,.44444,.44444,.44444
46,.4444,.4444,.4444,.4444,.4444,.4444,.4444
47,.444,.444,.444,.444,.444,.444,.444
48,.44,.44,.44,.44,.44,.44,.44
49,.4,.4,.4,.4,.4,.4,.4
50,.0,.0,.0,.0,.0,.0,.0
51,0,0,0,0,0,0,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,4,4,4,null,4,4,4
54,44,44,44,null,44,44,44
55,444,444,444,null,444,444,444
56,4444,4444,4444,null,4444,4444,4444
57,44444,44444,44444,null,44444,44444,44444
58,444444,444444,444444,null,444444,444444,444444
59,4444444,4444444,4444444,null,4444444,4444444,4444444
60,44444444,44444444,44444444,null,44444444,44444444,44444444
61,444444444,444444444,null,null,444444444,444444444,444444444
62,4444444444,4444444444,null,null,4444444444,4444444444,4444444444
63,44444444444,44444444444,null,null,44444444444,44444444444,44444444444
64,444444444444,444444444444,null,null,444444444444,444444444444,444444444444
65,4444444444444,4444444444444,null,null,4444444444444,4444444444444,4444444444444
66,44444444444444,44444444444444,null,null,44444444444444,44444444444444,44444444444444
67,444444444444444,444444444444444,null,null,null,444444444444444,444444444444444
68,4444444444444444,4444444444444444,null,null,null,null,4444444444444444
69,44444444444444444,44444444444444444,null,null,null,null,44444444444444444
70,444444444444444444,444444444444444444,null,null,null,null,444444444444444444
71,4444444444444444444,4444444444444444444,null,null,null,null,4444444444444444444
72,44444444444444444444,44444444444444444444,null,null,null,null,44444444444444444444
73,444444444444444444444,444444444444444444444,null,null,null,null,444444444444444444444
74,4444444444444444444444,4444444444444444444444,null,null,null,null,4444444444444444444444
75,44444444444444444444444,44444444444444444444444,null,null,null,null,44444444444444444444444
76,444444444444444444444444,444444444444444444444444,null,null,null,null,444444444444444444444444
77,4444444444444444444444444,4444444444444444444444444,null,null,null,null,null
78,44444444444444444444444444,44444444444444444444444444,null,null,null,null,null
79,444444444444444444444444444,444444444444444444444444444,null,null,null,null,null
80,4444444444444444444444444444,4444444444444444444444444444,null,null,null,null,null
81,44444444444444444444444444444,44444444444444444444444444444,null,null,null,null,null
82,444444444444444444444444444444,444444444444444444444444444444,null,null,null,null,null
83,4444444444444444444444444444444,4444444444444444444444444444444,null,null,null,null,null
84,44444444444444444444444444444444,44444444444444444444444444444444,null,null,null,null,null
85,444444444444444444444444444444444,444444444444444444444444444444444,null,null,null,null,null
86,4444444444444444444444444444444444,4444444444444444444444444444444444,null,null,null,null,null
87,44444444444444444444444444444444444,44444444444444444444444444444444444,null,null,null,null,null
88,444444444444444444444444444444444444,444444444444444444444444444444444444,null,null,null,null,null
89,4444444444444444444444444444444444444,4444444444444444444444444444444444444,null,null,null,null,null
90,44444444444444444444444444444444444444,44444444444444444444444444444444444444,null,null,null,null,null
91,444444444444444444444444444444444444444,null,null,null,null,null,null
92,4444444444444444444444444444444444444444,null,null,null,null,null,null
93,44444444444444444444444444444444444444444,null,null,null,null,null,null
94,444444444444444444444444444444444444444444,null,null,null,null,null,null
95,4444444444444444444444444444444444444444444,null,null,null,null,null,null
96,44444444444444444444444444444444444444444444,null,null,null,null,null,null
97,444444444444444444444444444444444444444444444,null,null,null,null,null,null
98,4444444444444444444444444444444444444444444444,null,null,null,null,null,null
99,44444444444444444444444444444444444444444444444,null,null,null,null,null,null
100,444444444444444444444444444444444444444444444444,null,null,null,null,null,null
101,444444444444444444444444444444444444444444444444.4,null,null,null,null,null,null
102,44444444444444444444444444444444444444444444444.44,null,null,null,null,null,null
103,4444444444444444444444444444444444444444444444.444,null,null,null,null,null,null
104,444444444444444444444444444444444444444444444.4444,null,null,null,null,null,null
105,44444444444444444444444444444444444444444444.44444,null,null,null,null,null,null
